9248,9148,44,2.25
9148,9048,95,1.77
9248,9149,142,0.98
9248,9147,142,0.98
9048,8948,146,2.01
8948,8848,152,18.92
8948,8849,160,10.76
8948,8847,160,10.76
8848,8748,164,8.81
8849,8749,165,22.06
8948,8949,165,5.27
8948,8947,165,5.27
8749,8649,170,21.58
8849,8750,174,10.11
8649,8549,178,12.51
8749,8650,179,10.23
8749,8648,179,10.23
8649,8550,184,10.82
8649,8548,184,10.82
8849,8850,184,3.96
9148,9049,186,1.04
9148,9047,186,1.04
8550,8450,198,7.51
8847,8747,206,2.45
9248,9249,212,0.45
9248,9247,212,0.45
8849,8950,215,2.49
8549,8449,230,1.96
8548,8448,234,2.03
8550,8451,243,2.8
8947,8846,245,2.02
8451,8351,249,17.95
8450,8350,256,1.52
8451,8352,257,10.87
8747,8647,260,1.64
8451,8452,261,5.57
9047,8946,271,1.89
8452,8353,274,10.94
8451,8551,274,3.3
8452,8453,278,6.11
8448,8348,280,2.13
8451,8552,281,3.75
9147,9046,281,1.02
8449,8349,282,1.87
9149,9050,283,1
9249,9150,289,1.84
8453,8454,292,7.67
8453,8354,293,9.69
8453,8553,295,5.93
8452,8553,295,4.24
8846,8746,297,1.96
8354,8254,300,15.24
8453,8554,301,4.47
9249,9250,301,1.28
8551,8651,302,5.69
8354,8255,306,10.89
8354,8253,306,10.89
8454,8355,306,10.05
8551,8652,306,6.14
8454,8455,308,7.47
8552,8653,315,5.11
8255,8155,316,10.06
8255,8256,319,7.83
8454,8555,319,5.94
8351,8251,320,1.16
8355,8356,321,7.02
8255,8156,322,9.29
8255,8154,322,9.29
8350,8250,324,0.94
8850,8751,324,0.92
8155,8055,326,10.9
8648,8547,326,0.97
8455,8456,327,5.28
8156,8056,329,14.91
8548,8447,330,0.89
8155,8054,331,9.7
8352,8252,331,1.16
8356,8257,334,10.89
8055,7955,335,12.09
8156,8057,336,10.85
8056,7956,337,14.25
8554,8654,337,2.84
8156,8157,338,6.54
8356,8357,339,5.63
9249,9349,339,0.95
8055,7954,340,10.18
7955,7855,342,14.31
8056,7957,343,10.75
8456,8457,344,6.22
8554,8655,345,3.25
7855,7755,348,17.39
8257,8158,348,10.72
7955,7856,349,10.76
7955,7854,349,10.76
8257,8258,349,6.8
8455,8556,349,3.5
9147,9146,349,0.6
8057,7958,350,10.6
9248,9348,350,0.39
8057,8058,351,6.97
7755,7655,354,19.95
7855,7756,355,10.91
7855,7754,355,10.91
8747,8646,356,0.89
8348,8248,358,1.03
7655,7555,359,20.93
8651,8752,359,2.52
8456,8557,360,4.35
8950,8851,361,1.02
7755,7656,362,10.5
7755,7654,362,10.5
8158,8059,362,10.94
8158,8159,362,5.98
8349,8249,362,2
7555,7455,364,22.47
8257,8358,364,3.71
7655,7556,368,10.22
7655,7554,368,10.22
7455,7355,370,19.32
9249,9350,371,0.86
7555,7456,374,10.01
7555,7454,374,10.01
7656,7557,375,10.94
7355,7255,377,15.18
7455,7356,378,10.7
7455,7354,378,10.7
8158,8259,378,4.12
7656,7657,379,6.14
8253,8153,379,2
7556,7457,381,10.93
8448,8347,383,1.02
7355,7256,384,10.87
7355,7254,384,10.87
7456,7357,387,10.92
7454,7353,388,10.77
7956,7857,390,2.08
7255,7155,391,7.16
8251,8151,391,1.99
7356,7257,392,10.88
7454,7453,393,5.3
7353,7253,394,17.03
7457,7358,394,10.92
8252,8152,395,2.04
8250,8150,395,1.94
7656,7757,396,4.27
7457,7458,397,6.29
8846,8745,397,1
7257,7157,399,16.63
