986,1026,8,11.86
986,1025,10,13.56
986,985,11,8.59
1026,1066,17,11.86
1025,1064,21,13.56
986,987,21,4.7
985,1024,22,13.56
1025,1024,22,8.59
985,984,23,8.59
986,946,24,4.08
1066,1106,26,11.86
986,945,26,5.34
1026,1067,29,7.04
1106,1146,35,11.86
986,947,36,3.91
1106,1145,37,13.56
1067,1107,38,11.86
945,944,38,8.59
1066,1107,38,7.04
985,944,38,5.34
987,1028,42,7.04
987,988,43,4.7
1146,1186,44,11.86
1064,1103,44,6.3
1146,1185,46,13.56
1107,1147,47,11.86
1106,1147,47,7.04
1064,1104,47,3.91
946,906,49,4.08
1067,1108,50,7.04
1067,1068,51,4.7
945,905,51,4.08
946,905,51,5.34
1186,1226,53,11.86
945,904,53,5.34
1186,1225,55,13.56
1147,1187,56,11.86
1146,1187,56,7.04
1107,1148,59,7.04
1145,1184,60,6.3
947,907,61,7.81
946,907,61,4.78
944,983,63,1.21
904,903,64,13.05
904,943,67,7.32
905,864,67,13.69
906,865,67,13.69
1064,1063,67,4.41
904,863,68,13.69
906,866,68,7.81
1186,1227,68,3.67
947,908,70,4.78
907,867,74,7.81
1147,1188,74,3.67
1145,1144,74,4.41
1068,1069,76,3.71
1103,1102,77,4.41
864,823,78,13.69
865,824,78,13.69
865,825,80,7.81
1225,1224,81,4.41
1064,1023,81,5.22
1068,1109,82,3.67
1184,1183,83,4.41
1068,1029,83,4.78
867,826,85,13.69
1103,1062,85,5.22
1148,1149,86,3.71
867,827,87,7.81
1227,1266,88,7.32
1184,1143,88,5.22
824,783,89,13.69
1227,1267,90,4.59
825,784,91,13.69
824,784,91,7.81
863,862,91,4.41
907,868,91,4.78
1187,1228,91,3.67
1103,1142,94,1.21
1063,1022,95,5.22
863,822,96,5.22
827,786,98,13.69
826,786,98,7.81
827,787,100,7.81
1102,1101,100,4.41
784,743,102,13.69
784,744,104,7.81
868,828,104,7.81
1224,1223,104,4.41
867,828,104,4.78
1102,1061,105,5.22
1183,1182,106,4.41
823,782,106,5.22
1069,1030,106,4.78
1227,1268,107,3.67
1109,1110,109,3.71
1023,982,109,5.22
1267,1306,110,7.32
787,746,111,13.69
786,746,111,7.81
1266,1265,111,4.41
1267,1307,112,4.59
787,747,113,7.81
1149,1150,113,3.71
1062,1021,113,5.22
1188,1229,113,3.67
862,861,114,4.41
744,703,115,13.69
828,788,117,7.81
1142,1141,117,4.41
783,742,117,5.22
827,788,117,4.78
868,869,118,3.71
862,821,119,5.22
868,829,121,3.57
1149,1190,122,9.17
1268,1308,123,15.85
868,909,124,9.17
1228,1269,124,9.17
703,702,126,5.91
1308,1348,130,15.85
746,706,130,3.28
1224,1264,130,7.63
909,949,131,15.85
1269,1309,131,15.85
1268,1309,131,9.17
862,902,131,7.63
1182,1222,132,7.63
1223,1263,132,7.63
1141,1181,133,7.63
861,901,133,7.63
1229,1270,133,9.17
1307,1347,133,7.63
1265,1305,133,7.63
1306,1346,133,7.63
787,748,133,3.57
747,707,134,3.28
869,910,135,9.17
1229,1230,135,5.03
1101,1100,136,0.79
829,870,137,9.17
949,989,138,15.85
1309,1349,138,15.85
788,789,138,5.03
703,662,139,3.86
1270,1310,140,15.85
909,950,140,9.17
1269,1310,140,9.17
829,830,141,5.03
1348,1388,144,7.63
1264,1304,144,7.63
1349,1389,145,15.85
902,942,145,7.63
1022,981,145,0.45
1222,1262,146,7.63
1263,1303,146,7.63
950,990,147,15.85
1310,1350,147,15.85
1181,1221,147,7.63
901,941,147,7.63
1347,1387,147,7.63
1305,1345,147,7.63
1346,1386,147,7.63
949,990,147,9.17
1309,1350,147,9.17
1270,1311,149,9.17
1100,1140,150,7.63
910,951,151,9.17
1230,1271,151,9.17
747,708,151,3.57
1389,1429,152,15.85
870,911,153,9.17
748,749,153,5.03
1350,1390,154,15.85
1349,1390,154,9.17
1230,1231,155,5.03
1311,1351,156,15.85
950,991,156,9.17
1310,1351,156,9.17
830,871,157,9.17
870,871,157,5.03
1389,1428,158,11.36
1388,1428,158,7.63
1304,1344,158,7.63
789,790,158,5.03
1429,1469,159,15.85
1303,1343,160,7.63
1262,1302,160,7.63
1390,1430,161,15.85
1345,1385,161,7.63
1386,1426,161,7.63
1389,1430,161,9.17
830,831,161,5.03
1221,1261,161,7.63
706,666,161,3.28
991,1031,163,15.85
1351,1391,163,15.85
1350,1391,163,9.17
1140,1180,164,7.63
1061,1060,164,0.79
1311,1352,165,9.17
707,667,165,3.28
1469,1509,166,15.85
951,992,167,9.17
706,665,167,3.86
1430,1470,168,15.85
1429,1470,168,9.17
911,952,169,9.17
1311,1312,169,5.03
1391,1431,170,15.85
1390,1431,170,9.17
708,709,171,5.03
1352,1392,172,15.85
991,1032,172,9.17
1351,1392,172,9.17
1344,1384,172,7.63
871,912,173,9.17
911,912,173,5.03
749,750,173,5.03
1343,1383,174,7.63
1302,1342,174,7.63
707,668,174,3.57
861,900,174,2.5
1426,1466,175,7.63
1261,1301,175,7.63
1385,1425,175,7.63
1230,1191,175,3.57
742,781,176,2.5
1031,1071,177,7.63
871,872,177,5.03
831,872,177,9.17
821,860,177,2.5
1180,1220,178,7.63
790,791,178,5.03
1392,1432,179,15.85
1391,1432,179,9.17
1352,1393,183,1.4
1021,1020,184,6.5
831,832,185,1.12
702,741,186,1.18
821,820,188,6.5
702,701,189,6.5
662,661,191,7.43
1100,1099,191,6.5
1140,1139,192,6.5
941,940,192,6.5
981,980,192,6.5
1428,1427,193,6.5
1060,1059,194,6.5
1261,1260,194,6.5
1180,1179,194,6.5
781,780,195,6.5
1301,1300,195,6.5
1383,1382,195,6.5
1342,1341,195,6.5
900,899,195,6.5
1466,1465,195,6.5
1425,1424,195,6.5
1220,1219,196,6.5
860,859,196,6.5
666,625,196,4.46
667,626,199,4.46
625,624,200,25.79
1020,1019,200,6.5
1071,1111,201,2.6
741,740,202,6.5
1470,1511,203,1.4
1352,1353,203,1.12
624,623,204,25.79
820,819,204,6.5
701,700,205,6.5
661,660,205,7.43
1311,1272,206,1.2
1099,1098,207,6.5
668,627,207,4.46
623,622,208,25.79
1139,1138,208,6.5
