369,368,3,30.59
368,367,7,30.22
367,366,11,29.95
366,365,23,8.44
369,388,30,4.61
365,364,31,13.58
388,387,34,27.79
368,387,34,4.59
387,386,38,27.63
367,386,38,4.58
364,363,40,11.31
363,362,44,29.05
362,361,47,38.23
363,382,49,15.96
386,385,50,8.58
382,381,52,39.52
363,342,55,9.57
342,341,58,34.5
363,383,58,5.79
385,384,59,11.22
369,348,64,5.26
368,347,65,5.29
363,343,66,2.38
367,346,67,5.33
346,345,71,26.89
342,321,73,8.69
345,344,74,36.07
343,322,85,7.85
347,326,88,6.3
344,323,90,8.87
326,325,91,35.95
348,327,91,5.39
322,301,95,15.42
323,302,101,12.9
369,389,107,0.75
325,304,108,8.68
369,349,108,1.14
326,305,109,6.87
302,281,110,16.57
302,282,112,9.15
327,306,117,5.64
323,303,120,3.37
282,261,123,10.38
282,262,134,4.78
302,283,135,1.93
283,263,148,8.04
262,241,150,8.95
283,284,153,5.71
349,328,156,2.19
283,264,159,6.09
262,242,161,3.84
263,243,172,4.33
306,285,173,2.37
242,221,181,9.76
242,222,188,5.72
263,244,196,3.09
242,223,204,4.44
327,307,209,0.67
369,370,218,0.48
349,329,240,0.66
306,286,241,1.39
369,390,248,0.47
264,265,274,1.32
369,350,278,0.49
328,308,286,0.93
264,245,294,1.57
308,287,308,12.45
222,201,309,6.58
245,224,314,8.92
223,202,317,5.24
287,266,320,12.45
224,203,331,8.37
203,182,348,8.62
202,181,350,4.38
308,288,357,1.53
370,371,366,7.52
308,309,368,9.45
349,330,368,1.48
390,391,370,7.44
203,204,371,8.54
266,267,372,6.97
288,289,373,7.72
245,246,373,6.03
350,351,374,6.94
224,225,375,5.44
330,331,382,7.22
371,372,382,6.67
309,310,383,6.72
204,205,384,7.83
391,392,384,7.56
267,268,385,7.82
182,183,386,3.86
246,247,387,7.44
225,226,388,8.07
289,290,388,6.69
351,352,389,6.82
183,184,393,14.3
310,311,396,7.7
331,332,396,7.24
372,373,396,7.35
392,393,397,7.89
247,248,400,7.82
268,269,400,6.88
226,227,401,7.81
352,353,404,7.13
393,394,410,7.83
311,312,410,7.68
205,206,410,3.9
373,374,410,7.58
332,333,411,7.08
248,249,415,6.93
269,270,415,6.69
290,291,415,3.76
227,228,416,7.02
353,354,417,7.72
184,185,419,3.88
249,250,422,52.9
270,271,422,61.46
291,292,422,55.83
394,395,422,15.15
312,313,422,17.46
206,207,422,9.55
374,375,422,16
185,186,423,40.13
333,334,423,12.07
250,251,424,61.46
271,272,425,44.39
228,229,425,15.47
354,355,426,15.2
229,230,427,63.5
251,252,427,33.79
292,293,428,17.65
395,396,428,16.7
375,376,428,19.4
230,231,429,61.46
186,187,429,19.75
207,208,429,16.03
334,335,430,15.67
313,314,431,11.59
272,273,432,16.36
355,356,432,19.93
231,232,433,29.49
208,209,433,27.29
376,377,433,21.05
396,397,434,18.45
209,210,435,61.46
335,336,435,20.74
252,253,435,13.99
187,188,436,14.52
293,294,436,12.91
210,211,437,55.85
356,357,437,20.6
314,315,438,15.68
188,189,439,41.82
377,378,439,19.83
273,274,439,14.88
397,398,440,19.62
232,233,440,15.3
189,190,441,61.46
211,212,441,25.11
336,337,441,18.89
253,254,442,14.6
294,295,443,15.46
357,358,443,18.49
190,191,444,39.37
315,316,444,19.59
378,379,446,15.82
274,275,446,15.75
212,213,447,17.28
398,399,447,15.13
233,234,447,14.75
337,338,448,16.52
295,296,449,17.52
254,255,449,15.55
191,192,450,18.12
358,359,450,16.39
316,317,450,16.88
213,214,453,16.87
275,276,453,16.25
234,235,454,15.71
338,339,454,17.09
183,164,454,2.53
379,380,455,11.42
296,297,456,16
255,256,456,15.38
192,193,457,16.64
399,400,457,10.72
317,318,457,15.24
164,165,459,24.18
359,360,459,12.12
214,215,460,16.59
276,277,460,14.56
235,236,461,15.39
339,340,462,13.64
193,194,463,16.79
297,298,463,15.08
256,257,463,14.83
318,319,463,17.62
165,166,466,16.03
215,216,467,15.5
236,237,468,15.69
277,278,468,14.22
298,299,469,17.44
194,195,470,16.2
319,320,470,14.37
278,279,474,16.69
216,217,474,15.55
237,238,475,15.25
166,167,475,12.15
299,300,476,15.07
195,196,477,15.45
