Year,Ncell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,239,313,367,403,746,763,785,825,926,1065,1068,1070,1090,1100,1107,1130,1146,1170,1186,1188,1189,1219,1265,1267,1275,1315,1317,1323,1347,1349,1355,1579
