Year,Ncell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,352,403,462,594,623,684,690,710,746,787,803,835,868,897,945,948,1014,1037,1068,1100,1129,1132,1186,1189,1267,1312,1338,1355,1416,1454,1461,1494
