Year,Ncell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,392,396,400,453,480,503,513,532,572,711,785,829,869,886,907,916,948,953,956,996,998,1032,1073,1207,1230,1418,1442,1462,1502,1509,1552,1592
