Year,Ncell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,362,396,430,438,462,480,532,624,711,744,751,794,803,824,854,865,907,948,967,1070,1119,1189,1207,1209,1245,1275,1297,1337,1349,1443,1454,1589
