Year,Ncell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,155,313,396,438,465,480,547,584,585,586,587,594,595,623,635,637,668,675,676,684,687,709,710,717,722,743,750,754,785,786,787,788,793,794,801,803,824,828,833,864,866,868,869,873,875,879,906,910,911,912,913,915,921,922,946,948,986,1025,1026,1049,1050,1054,1066,1071,1105,1106,1119,1129,1186,1188,1245,1255,1267,1274,1286,1308,1338,1349,1369,1586
