Year,Ncell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,403,503,570,594,690,711,785,803,868,905,943,945,948,1014,1027,1037,1100,1146,1169,1186,1251,1275,1311,1315,1323,1338,1349,1365,1454,1536,1586
