Year,Ncell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2750,2751,2850,2949,2950,2951,3050,3051,3151,3251,3351,3451,3452,3538,3539,3540,3541,3542,3543,3544,3545,3546,3547,3548,3549,3550,3551,3648,3748,3749,4039,4139,4239,4240,4241,4242,4243,4244,4245,4246,4349,4350,4351,4352,4353,4450,4453,4552,4553,4554,4750,4850,4950,5050,5132,5146,5147,5148,5149,5150,5151,5232,5332,5333,5334,5335,5344,5345,5346,5347,5348,5349,5350,5351,5432,5451,5452,5532,5553,5554,5631,5632,5654,5729,5730,5754,5826,5827,5828,5830,5854,5855,5856,5857,5858,5859,5927,5928,5929,5930
