Year,Ncell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,71,163,243,274,356,392,433,450,453,474,550,576,577,641,677,837,840,842,875,969,1035,1069,1141,1278,1287,1379,1434,1446,1474,1535,1546,1576,1585,1633,1674,1676,1683,1775,1776,1784,1834,1836,1986,2092,2093,2251,2349,2351,2386,2431,2451,2485,2575,2675,2677,2745,2747,2750,2845,2847,3105,3107,3198,3206,3302,3317,3371,3376,3418,3425,3470,3516,3571,3616,3875,3931,3973,4030,4106,4111,4225,4240,4253,4306,4323,4352,4426,4430,4444,4445,4453,4478,4530,4543,4545,4625,4629,4630,4643,4659,4718,5168,5266,5270,5367,5502,5503,5522,5563,5603,5624,5652,5666,5683,5684,5768,5783,5823,5825,5837,5883,5891,5938,5990,6091,6092,6125,6152,6153,6178,6189,6191,6251,6291,6379,6391,6553,6578,6653,6754,6777,6779,6808,6852,6877,6879,7036,7037,7106,7136,7206,7292,7389,7418,7437,7518,7534,7686,7813,7880,7892,7911,7987,8013,8030,8079,8092,8130,8230,8231,8232,8405,8464,8496,8518,8564,8594,8618,8622,8694,8695,8718,8720,8740,8769,8823,8943,8970,8975,9066,9148,9293,9547,9576,9701,9774,9775,9805,9905,9940
