Year,Ncell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2451,2551,2552,2651,2749,2750,2751,2752,2753,2754,2755,2756,2848,2850,2851,2948,2949,2950,2951,3048,3049,3050,3051,3149,3150,3151,3246,3249,3250,3251,3340,3346,3347,3348,3349,3351,3437,3439,3440,3441,3444,3445,3446,3447,3448,3449,3451,3452,3537,3538,3539,3540,3541,3542,3543,3544,3545,3546,3547,3548,3549,3550,3551,3553,3637,3639,3648,3649,3650,3651,3653,3654,3655,3736,3737,3748,3749,3750,3751,3752,3753,3835,3836,3837,3847,3848,3849,3850,3852,3937,3947,3948,3949,3950,4029,4038,4039,4044,4045,4046,4047,4048,4049,4050,4127,4128,4129,4138,4139,4142,4143,4144,4145,4146,4147,4148,4149,4150,4151,4152,4229,4230,4231,4232,4233,4234,4235,4236,4237,4238,4239,4240,4241,4242,4243,4244,4245,4246,4247,4248,4249,4250,4251,4334,4335,4336,4337,4338,4339,4340,4341,4342,4343,4344,4345,4346,4347,4348,4349,4350,4351,4352,4353,4434,4436,4437,4438,4439,4440,4441,4442,4443,4444,4445,4446,4447,4448,4449,4450,4451,4453,4534,4537,4538,4539,4540,4541,4542,4543,4544,4546,4548,4549,4550,4551,4552,4553,4554,4555,4639,4640,4641,4642,4643,4649,4650,4651,4653,4654,4655,4656,4739,4740,4741,4742,4749,4750,4753,4839,4840,4841,4850,4851,4853,4939,4940,4941,4942,4943,4950,4951,4952,4953,4954,5032,5036,5038,5039,5041,5044,5045,5049,5050,5051,5052,5055,5131,5132,5135,5136,5137,5138,5139,5140,5141,5142,5143,5144,5145,5146,5147,5148,5149,5150,5151,5152,5153,5154,5155,5156,5232,5234,5236,5237,5239,5240,5241,5242,5243,5244,5245,5246,5247,5248,5249,5250,5251,5252,5255,5256,5332,5333,5334,5335,5336,5337,5338,5339,5340,5341,5342,5343,5344,5345,5346,5347,5348,5349,5350,5351,5352,5356,5432,5434,5435,5437,5438,5439,5440,5443,5449,5450,5451,5452,5456,5457,5532,5534,5535,5536,5537,5538,5539,5540,5549,5551,5553,5557,5558,5631,5632,5640,5648,5649,5652,5653,5654,5655,5657,5658,5659,5660,5661,5723,5724,5726,5729,5730,5731,5732,5733,5734,5735,5736,5737,5738,5749,5752,5754,5758,5759,5822,5823,5824,5825,5826,5827,5828,5830,5831,5832,5836,5837,5849,5851,5852,5853,5854,5855,5856,5857,5858,5859,5920,5921,5922,5927,5928,5929,5930,5931,5935,5936,5937,5938,5949,5951,5953,5954,5955,5956,5959,6037,6054,6055,6056,6057,6059,6157,6159,6257,6259,6260,6357,6359,6457,6459,6559,6659,6757,6758,6759,6760,6860,6861,6958,6960,7057,7058,7059,7060,7061,7158,7159,7257,7258,7353,7355,7356,7357,7358,7452,7453,7454,7455,7456,7457,7459,7555,7556,7559,7655,7656,7657,7658,7659,7660,7661,7662,7753,7755,7757,7852,7853,7854,7855,7856,7857,7954,7955,8054,8055,8056,8057,8155,8156,8157,8158,8159,8255,8257,8258,8259,8354,8355,8356,8357,8453,8454,8456
