Year,Ncell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,71,356,433,474,641,969,1069,1141,1378,1448,1475,1533,1535,1546,1676,1684,1982,2093,2152,2247,2431,2451,2483,2575,2675,2745,2750,2845,3105,3206,3317,3376,3429,3516,3875,3973,4111,4128,4240,4352,4530,4625,4630,4658,5168,5266,5269,5563,5603,5624,5652,5666,5681,5768,5781,5828,5837,5891,5938,5991,6091,6178,6191,6251,6378,6379,6653,6754,6777,6852,6909,7036,7037,7136,7209,7391,7534,7686,7813,7880,7987,8030,8092,8112,8222,8232,8464,8564,8694,8735,8769,8823,8943,9074,9148,9293,9472,9508,9547
